PV dadobruto dadofapk Escrita ModoOperacao ValorDesejado CicloInicio CicloFim
4064910531 40000 40000 65535 0 40000 9028189771032 9028189775832
2750408293 40000 40000 32780 0 40000 9028689766672 9028689769872
1706841289 40000 40000 65535 0 40000 9029189768712 9029189771912
3262597643 40000 40000 32780 0 40000 9029689770752 9029689773952
3667906239 40000 40000 65535 0 40000 9030189769592 9030189772792
1597472429 40000 40000 32780 0 40000 9030689770032 9030689773232
310648473 40000 40000 65535 0 40000 9031189768872 9031189772072
507299471 40000 40000 32780 0 40000 9031689769312 9031689772512
1303194283 40000 40000 65535 0 40000 9032189761753 9032189763353
671725981 40000 40000 32780 0 40000 9032689770192 9032689773392
3177780801 40000 40000 65535 0 40500 9033189769032 9033189772232
1334916548 40000 40000 32780 0 40500 9033689766272 9033689771072
537887603 40000 40000 65535 0 40500 9034189765112 9034189768312
2061568843 40000 40000 32780 0 40500 9034689770352 9034689773552
3499137205 40000 40000 65535 0 40500 9035189764393 9035189769192
1859971164 40000 40000 32780 0 40500 9035689768032 9035689772832
864905035 40000 40000 65535 0 40500 9036189768472 9036189773272
2284127993 40000 40000 32780 0 40500 9036689768912 9036689772112
2697612769 40000 40000 65535 0 40500 9037189761353 9037189764552
3939580856 40000 40000 32780 0 40500 9037689768192 9037689771392
1839475571 40000 40000 65535 0 40500 9038189763833 9038189767032
3584998111 40000 40000 32780 0 40500 9038689767472 9038689770672
2268535253 40000 40000 65535 0 40500 9039189764712 9039189767912
2259134280 40000 40000 32780 0 40500 9039689768352 9039689771552
3574913195 40000 40000 65535 0 40500 9040189762393 9040189763993
3324997397 40000 40000 32780 0 40500 9040689769232 9040689774032
2275332737 40000 40000 65535 0 40500 9041189763273 9041189766472
1638276684 40000 40000 32780 0 40500 9041689768512 9041689771712
2499595955 40000 40000 65535 0 40500 9042189762553 9042189765752
3668310003 40000 40000 32780 0 40500 9042689767792 9042689770992
563480565 40000 40000 65535 0 40500 9043189761833 9043189765032
1328467156 40000 40000 32780 0 40500 9043689765472 9043689768672
2355588811 40000 40000 65535 0 40500 9044189761113 9044189762713
176352625 40000 40000 32780 0 40500 9044689767952 9044689771152
2126242337 40000 40000 65535 0 40500 9045189761993 9045189765192
3304608768 40000 40000 32780 0 40500 9045689767232 9045689772032
2600658227 40000 40000 65535 0 40500 9046189767672 9046189772472
927112455 40000 40000 32780 0 40500 9046689769712 9046689772912
1471013141 40000 40000 65535 0 40500 9047189771752 9047189776552
501601920 40000 40000 32780 0 40500 9047689775392 9047689781792
244517291 40000 40000 65535 0 40500 9048189767832 9048189771032
253412749 40000 40000 32780 0 40500 9048689774672 9048689781072
3931513537 40000 40000 65535 0 40500 9049189767112 9049189770312
159635285 40000 40000 32780 0 40500 9049689767552 9049689770752
2734511855 40000 40000 65535 0 40500 9050189767992 9050189772792
1704903857 40000 40000 32780 0 40500 9050689766832 9050689771632
1273248457 40000 40000 65535 0 40500 9051189764073 9051189768872
3349850097 40000 40000 32780 0 40500 9051689767712 9051689772512
3794857603 40000 40000 65535 0 40500 9052189760153 9052189761753
3128273229 40000 40000 32780 0 40500 9052689766992 9052689770192
3454505033 40000 40000 65535 0 40500 9053189761033 9053189762633
2006703237 40000 40000 32780 0 40500 9053689764672 9053689769472
3239003959 40000 40000 65535 0 40500 9054189763513 9054189766712
3146235025 40000 40000 32780 0 40500 9054689767152 9054689771952
1151172417 40000 40000 65535 0 40500 9055189764393 9055189769192
3466275745 40000 40000 32780 0 40500 9055689766432 9055689771232
276580955 40000 40000 65535 0 40500 9056189760473 9056189763673
1673091533 40000 40000 32780 0 40500 9056689767312 9056689772112
